scenario_id,deck_vx,deck_z0,deck_z_amp,deck_z_freq,deck_z_phase,deck_z_peak_to_peak,deck_z_peak_vz,deck_z_period_s,base_wind_x,rel_x0,rel_z0,v_x_rel0,v_z0,theta_deg,q,candidate_key,frequency_hz,shortlist_tag,subset,cardinality,best_permutation,sat_penalty_start_ratio,ocp_floor_source,score_weight_tw,score_weight_tdot,score_weight_delta,score_weight_delta_dot,utopia_tw_ratio,utopia_T_dot_max,utopia_T_dot_weight_per_sec,utopia_delta_max_deg,utopia_delta_dot_max_deg_s,search_floor_tw_ratio,search_floor_T_dot_max,search_floor_T_dot_weight_per_sec,search_floor_delta_max_deg,search_floor_delta_dot_max_deg_s,floor_utopia_tw_ratio,floor_utopia_T_dot_max,floor_utopia_T_dot_weight_per_sec,floor_utopia_delta_max_deg,floor_utopia_delta_dot_max_deg_s,candidate_tw_ratio,candidate_T_dot_max,candidate_T_dot_weight_per_sec,candidate_delta_max_deg,candidate_delta_dot_max_deg_s,cap_tw_ratio,cap_T_dot_max,cap_T_dot_weight_per_sec,cap_delta_max_deg,cap_delta_dot_max_deg_s,mpc_rollout_success,mpc_rollout_source,mpc_failure_mode,mpc_return_status,mpc_touch_time_s,mpc_steps_simulated,ocp_start_success,ocp_start_return_status,ocp_refine_success,failed_stage,best_order,remaining_l2_sq,remaining_l1,reduction_l1,reduction_l2_sq,remaining_tw,remaining_tdot,remaining_delta,remaining_delta_dot,reduction_tw,reduction_tdot,reduction_delta,reduction_delta_dot,final_rel_x,final_rel_z,final_rel_vx,final_rel_vz,usage_T,usage_T_dot,usage_delta,usage_delta_dot,mpc_npz,best_ocp_npz,refined_tw_ratio,refined_T_dot_max,refined_T_dot_weight_per_sec,refined_delta_max_deg,refined_delta_dot_max_deg_s,refined_minus_utopia_tw_ratio,refined_minus_utopia_T_dot_max,refined_minus_utopia_T_dot_weight_per_sec,refined_minus_utopia_delta_max_deg,refined_minus_utopia_delta_dot_max_deg_s
0,0.82186814566789,0.0,0.30971960993801306,0.32596164638493497,4.381692553882582,0.6194392198760261,0.10095671397309461,19.27584234790507,-3.950181877191266,-52.17467956337052,69.14678230728646,0.7834191059710589,-0.6920520978630065,77.27238721784776,0.010916957403166963,s0_f80_closest,80.0,closest,tw+tdot+delta_dot,3,tw -> delta_dot -> tdot -> delta,0.0,zero,1.0,1.0,1.0,1.0,1.1399612552332878,3.040238677406677,0.07747804988294284,2.849955379943847,6.669709069290162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423710997985788,3.1444046940617323,0.0801326374633469,2.849955379943847,6.6977980540180075,1.1444316915283201,3.2978860229496156,0.0840439863137007,4.145389643554687,8.892945425720216,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,24.575000000000003,1966,True,Solve_Succeeded,True,,tw -> delta -> delta_dot -> tdot,0.9390449523925781,1.447265625,2.552734375,2.044513702392578,0.90234375,0.10742187499999999,0.3125,0.125,0.09765625,0.892578125,0.6875,0.875,-0.9999999999584972,-9.192809811986447e-09,0.15947136974604725,-0.8371696063626682,1.0000000087802392,0.99999972167449,1.0000006277261198,1.0000006374418564,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s0_f80_closest_mpc_rollout.npz,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s0_f80_closest_ocp_best.npz,1.0308114220838738,0.3377778479949126,0.008607998165007966,0.8906110562324522,0.8372247567522509,-0.10914983314941407,-2.7024608294117645,-0.06887005171793487,-1.959344323711395,-5.832484312537912
2,-0.09133256617257635,0.0,0.24736783977107143,0.20208665590703018,2.988942203015736,0.49473567954214287,0.04998973951828189,31.091539809883148,5.204241632035986,-48.192719528473475,58.443489813887865,-0.1885442433830078,-0.5848401490669741,76.3975248360931,-0.06001835950497834,s2_f80_closest,80.0,closest,tw+tdot+delta,3,tdot -> delta -> tw,0.0,zero,1.0,1.0,1.0,1.0,1.1681104634094237,5.5354144338801605,0.14106560738736393,7.442754693603515,15.339573962402342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1681104634094237,5.5354144338801605,0.14106560738736393,7.589058843326567,15.339573962402342,1.17730818359375,6.055838013133851,0.1543281858596802,7.6828435546875,15.339573962402342,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,21.8125,1745,True,Solve_Succeeded,True,,delta -> delta_dot -> tw -> tdot,0.8618659973144527,1.1269531249999998,2.873046875,2.607959747314453,0.9179687499999998,0.037109375,0.125,0.046875,0.08203125000000022,0.962890625,0.875,0.953125,0.9999999950817059,-4.921930613077663e-09,-0.480423110631775,-0.10612972788224967,1.0000000093102046,1.0000000449459652,1.000000603891847,1.0000007967344957,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s2_f80_closest_mpc_rollout.npz,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s2_f80_closest_ocp_best.npz,1.0722889019578692,0.20541577000727157,0.005234856524140458,0.9486323554158209,0.7190425294876099,-0.09582156145155452,-5.329998663872889,-0.13583075086322347,-6.494122338187694,-14.620531432914731
3,-1.4779131907469836,0.0,0.3967310943755346,0.29302464562064545,4.430684746116719,0.7934621887510692,0.11625198833608187,21.442514822844977,-4.167518823424425,-31.578129069340964,51.062052143841896,0.20622358785868133,-2.178466904306388,80.59207160745413,-0.03920998038747756,s3_f80_closest,80.0,closest,tw,1,tw,0.0,zero,1.0,1.0,1.0,1.0,1.24193258638487,5.308809328744188,0.13529075761325657,7.661267087860108,88.42576681114558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24193258638487,5.308809328744188,0.13529075761325657,7.661267087860108,88.42576681114558,1.2666722793407441,5.436220752634049,0.13853773579597473,10.215022783813478,117.90102241486075,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,19.200000000000003,1536,True,Solve_Succeeded,True,,tdot -> delta -> tw -> delta_dot,0.7815589904785156,1.134765625,2.865234375,2.5120277404785156,0.85546875,0.025390625,0.21875,0.03515625,0.14453125,0.974609375,0.78125,0.96484375,-0.9999999985490149,0.07888935048093379,0.9999999789572249,0.25000000324376537,0.9997418462258776,1.0000000733122651,1.0000003410491247,1.0000001821855642,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s3_f80_closest_mpc_rollout.npz,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s3_f80_closest_ocp_best.npz,1.0624345172589318,0.1347939868626454,0.0034351168925240926,1.6759021754693988,3.108718364454336,-0.17949806912593824,-5.174015341881543,-0.1318556407207325,-5.985364912390709,-85.31704844669125
4,-1.407546496296182,0.0,0.3091793473080906,0.21647939437931996,2.5668611718126377,0.6183586946161812,0.06693095785984889,29.024403570577487,-1.3024998757330621,-29.397907801955018,43.18788200528692,-1.325091774932802,-1.852817048349408,76.66972919907704,-0.0954575853732279,s4_f80_closest,80.0,closest,tdot+delta_dot,2,tdot -> delta_dot,0.0,zero,1.0,1.0,1.0,1.0,1.1349887009605768,2.111267201651037,0.05380395518988371,2.111548324584961,4.819755904197693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1349887009605768,2.2180899219203845,0.056526246735993484,2.111548324584961,5.21758222373575,1.1530043946266177,2.921537316879273,0.07445304069519043,3.071343017578126,6.705747344970702,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,18.1375,1451,True,Solve_Succeeded,True,,tw -> delta -> delta_dot -> tdot,0.8985137939453125,1.37109375,2.62890625,2.1563262939453125,0.8984375,0.06640625,0.25,0.15625,0.1015625,0.93359375,0.75,0.84375,-0.9999999970580795,-9.762536834490021e-09,-0.9999999956316068,-0.970602301929622,1.000000009714169,1.0000000103121833,1.0000010727922237,1.0000006773107026,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s4_f80_closest_mpc_rollout.npz,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s4_f80_closest_ocp_best.npz,1.0197164110192682,0.14729503387752552,0.003753696072312067,0.5278870811462403,0.815247222458711,-0.11527228994130856,-1.9639721677735116,-0.05005025911757165,-1.5836612434387207,-4.004508681738982
5,-1.2298564176730746,0.0,0.3805898376491126,0.25851912914273584,1.0133004724866397,0.7611796752982252,0.0983897533896238,24.304527591497724,0.09633961754371967,-39.96865674689909,40.33092359496089,0.5889611252332081,-1.4738405661797294,84.08580690707608,0.0399414267621499,s5_f80_closest,80.0,closest,delta+delta_dot,2,delta -> delta_dot,0.0,zero,1.0,1.0,1.0,1.0,1.1572068847656252,2.242114675409317,0.05713849835395812,2.27325,7.894116210937499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572068847656252,2.242114675409317,0.05713849835395812,2.6431526184082026,8.468626311421394,1.1663187500000003,2.6450753774414064,0.06740762939453125,4.5465,13.6546875,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,18.4375,1475,True,Solve_Succeeded,True,,tw -> delta -> delta_dot -> tdot,0.764923095703125,1.0,3.0,2.764923095703125,0.87109375,0.03515625,0.0625,0.03125,0.12890625,0.96484375,0.9375,0.96875,0.21381879320976793,-9.888371094168846e-09,-0.28563652830576713,-1.9991498279619824,1.0000000098269217,1.000000101020066,1.0000034663626485,1.0000021636755059,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s5_f80_closest_mpc_rollout.npz,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s5_f80_closest_ocp_best.npz,1.0080356847763063,0.0788243440573588,0.0020087753327563402,0.16519703865051266,0.26464457223191856,-0.14917119998931883,-2.1632903313519583,-0.05512972302120179,-2.108052961349488,-7.6294716387055805
6,-0.7023901156214413,0.0,0.442294094336931,0.3123876536741851,4.504353903384995,0.884588188673862,0.13816721436386256,20.113423924662655,1.2924206373377771,-41.51915493568634,44.528454664580565,-1.2108271135395021,-0.4240144879491643,82.19462955950937,-0.013581392044979254,s6_f80_closest,80.0,closest,tw,1,tw,0.0,zero,1.0,1.0,1.0,1.0,1.1259849870758059,3.013491406285841,0.07679641708169829,2.6126001794815066,7.361673577394484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1310117057681086,3.013491406285841,0.07679641708169829,2.6126001794815066,7.361673577394484,1.1438577646484376,3.5881572093450016,0.09144131522285937,3.215507913208008,8.724946462097167,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,18.9875,1519,True,Solve_Succeeded,True,,delta -> tw -> delta_dot -> tdot,0.823760986328125,1.125,2.875,2.573760986328125,0.89453125,0.13671875,0.0625,0.03125,0.10546875,0.86328125,0.9375,0.96875,0.6960901146948757,-9.912612952689415e-09,0.036428469537083674,-1.9983804148384225,1.0000000098731727,1.0000000215278975,1.0000035071762714,1.0000024895745838,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s6_f80_closest_mpc_rollout.npz,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s6_f80_closest_ocp_best.npz,1.0117253149253784,0.41200077820314235,0.010499510147888438,0.16328751121759416,0.23005229929357762,-0.11425967215042743,-2.601490628082699,-0.06629690693380985,-2.4493126682639126,-7.131621278100906
7,0.3819265221073296,0.0,0.3460244922281839,0.2904739222643194,0.5305793178609056,0.6920489844563678,0.10051109145704007,21.63080684902979,-3.6876129781432496,-42.52577793488171,36.456496085166236,-0.01802754226644332,-1.7413192116345937,80.90915491481417,-0.0954392257940605,s7_f80_closest,80.0,closest,tw+tdot+delta_dot,3,tw -> delta_dot -> tdot,0.0,zero,1.0,1.0,1.0,1.0,1.12670619634819,0.8537504801383854,0.02175714781188546,3.7165769165039064,10.574203408904673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12670619634819,0.9148442457236238,0.023314073540357385,3.7165769165039064,10.574203408904673,1.1355778986816403,1.720945849727769,0.043856927872776987,3.9643487109374997,12.532389225368503,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,19.387500000000003,1551,True,Solve_Succeeded,True,,delta -> tdot -> tw -> delta_dot,0.8883056640624998,1.28125,2.71875,2.3258056640625,0.9140624999999999,0.1171875,0.1875,0.0625,0.08593750000000011,0.8828125,0.8125,0.9375,-0.9999999811025644,0.003921108801684642,-0.4190438263990187,0.03806012316942854,1.0000000093209889,1.0000000825478175,1.0000008147844262,1.0000008494139452,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s7_f80_closest_mpc_rollout.npz,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s7_f80_closest_ocp_best.npz,1.0298798825995172,0.10720831004573717,0.002732117993010631,0.6968581718444824,0.660887713056542,-0.09682631374867268,-0.7465421700926482,-0.019025029818874828,-3.019718744659424,-9.913315695848132
8,1.3756776397243362,0.0,0.32057585923572507,0.3130649886325486,0.5198079199756344,0.6411517184714501,0.10036107772750177,20.06990732059886,1.575830416911261,-40.400250074855194,52.17474480240823,1.3134793649249485,-1.1850254795350268,83.96160771839767,-0.07195018220027785,s8_f80_closest,80.0,closest,tw+tdot+delta+delta_dot,4,tw -> delta -> delta_dot -> tdot,0.0,zero,1.0,1.0,1.0,1.0,1.1407173345279693,3.1613413914972073,0.08056425564467908,2.5164607617187498,7.660107246093749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1430938289749026,3.238775630882945,0.0825376052722463,2.8155473956632613,8.963597175421716,1.1451907358398439,3.3168171976364142,0.08452643215179445,3.6603065625,10.213476328125,True,main4_saved_mpc_path,none,loaded_from_main4_saved_mpc_path:Solve_Succeeded,20.175,1614,True,Solve_Succeeded,True,,delta_dot -> tdot -> tw -> delta,0.8349466323852539,1.1611328125,2.8388671875,2.512681007385254,0.89453125,0.1728515625,0.0625,0.03125,0.10546875,0.8271484375,0.9375,0.96875,0.9999999919474831,-9.872771572494443e-09,0.4594252829207517,-1.2445741381292523,1.0000000098358854,1.000000015179987,1.000003251201946,1.0000020417018043,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s8_f80_closest_mpc_rollout.npz,runs/main5_ocp_80hz_s00-s19_retryall_savedpath/npz/s8_f80_closest_ocp_best.npz,1.0225331517002059,0.5598274283850403,0.01426675403631601,0.17597171222895383,0.28011241173192863,-0.11818418282776344,-2.601513963112167,-0.06629750160836308,-2.340489049489796,-7.37999483436182
